VendorStockCode,RRPEx,DealerEx
13102-M1-25,2335.54,2284.77
13124-M1-23,908.27,888.52
13124-M1-24,1816.54,1777.05
13124-M1-25,2724.8,2665.57
131618.282.WH,114.0,57.0
131619.282.WH,18.0,9.0
S117238PE,5.75,4.35
S9634PE,5.75,4.35
1326NMSNV-PRG-B,5.35,5.35
1326NMSNV-PRG-M,5.35,5.35
1326NMSNV-PRGPRT-M,5.35,5.35
1326NMSSV-PRG-B,6.75,5.35
1326NMSSV-PRG-M,6.75,5.35
13334-M1-23,5968.61,5838.86
13334-M1-24,11937.22,11677.72
13334-M1-25,17905.83,17516.58
13346-M1-23,1193.72,1167.77
13346-M1-24,2387.44,2335.54
13346-M1-25,3581.17,3503.32
13348-M1-23,908.27,888.52
13348-M1-24,1816.54,1777.05
13348-M1-25,2724.8,2665.57
13351-M1-23,908.27,888.52
13351-M1-24,1816.54,1777.05
13351-M1-25,2724.8,2665.57
13360-M1-23,7785.15,7615.9
13360-M1-24,15570.29,15231.8
13360-M1-25,23355.44,22847.72
S9611,9.8,7.35
1339629001SR,50.0,27.92
133B6-PRIVACY-SCREEN,102.49,74.47
133DISPLAYPORTHDMI21,100.44,65.84
133LB-PRIVACY-SCREEN,100.44,73.2
133LM-PRIVACY-SCREEN,94.29,68.17
133L-PRIVACY-SCREEN,26.99,18.59
133LT-PRIVACY-SCREEN,85.06,58.4
133MF-PRIVACY-SCREEN,87.11,60.38
133T6-PRIVACY-SCREEN,83.01,57.41
134501.122.BL3,760.0,380.0
134502.122.WH3,760.0,380.0
134507.122.BL3,1174.0,587.0
134508.122.WH3,1174.0,587.0
S9618PE,9.8,7.35
1346LNSSN,9.8,7.35
1346NNSNN-PRG-B,10.8,8.35
1346NNSNN-PRG-M,10.8,8.35
1346NNSSN-PRG-B,10.8,8.35
1346NNSSN-PRG-M,10.8,8.35
134B-USBC-HDMI211M,83.01,56.42
135569,1082.0,541.0
135570,1082.0,541.0
135571,1382.0,691.0
135572,1382.0,691.0
135573,1082.0,541.0
135574,1082.0,541.0
135575,1382.0,691.0
135576,1382.0,691.0
135577,1082.0,541.0
135578,1082.0,541.0
135579,1382.0,691.0
135580,1382.0,691.0
135B-USBC-HDMI212M,88.14,61.61
135CT-PRIVACY-SCREEN,83.01,67.69
135S-PRIVACY-SCREEN,88.14,60.38
13684-M1-23,1557.03,1523.18
13684-M1-24,3114.06,3046.36
13684-M1-25,4671.09,4569.54
13690-M1-23,3036.21,2970.21
13690-M1-24,6072.42,5940.41
13690-M1-25,9108.62,8910.61
136B-USBC-HDMI213M,102.49,81.76
13859-M1-23,1193.72,1167.77
13859-M1-24,2387.44,2335.54
13859-M1-25,3581.17,3503.32
13868-M1-23,2283.64,2234.0
13868-M1-24,4567.29,4468.0
13868-M1-25,6850.93,6702.0
13869-M1-23,1505.13,1472.41
13869-M1-24,3010.26,2944.82
13869-M1-25,4515.38,4417.22
S9623PE,9.8,7.35
1386LGGMN-CORP1000,10.1,7.65
S107931,9.8,7.35
1386NGGNN-PRG-B,10.8,8.35
1386NGGNN-PRG-M,10.8,8.35
1386NGGNN-PRGPRT-B,10.8,8.35
1386NGGNN-PRGPRT-M,10.8,8.35
13870-M1-23,3451.42,3376.39
13870-M1-24,6902.83,6752.77
13870-M1-25,10354.25,10129.15
13876-M1-23,3944.47,3858.72
13876-M1-24,7888.95,7717.45
13876-M1-25,11833.42,11576.17
1389C001,743.0,694.0
S1430,6.75,5.05
1391LSSSN,6.75,5.05
S4315A,6.75,5.05
1391NSSNN-PRG-B,6.75,5.05
1391NSSNN-PRG-M,6.75,5.05
13950-M1-23,3114.06,3046.36
13950-M1-24,6228.12,6092.73
13950-M1-25,9342.17,9139.08
13A40008AU,1571.82,1501.0
13A40008AU-JABRA20,1676.37,1540.0
13A40008AU-T24-40,1770.91,1686.0
13A4000BAU,2517.27,2417.0
13A4000BAU-E24-40,2707.27,2582.0
13A4000BAU-JABRA20,2621.82,2417.0
13A4000BAU-T24-40,2716.36,2592.0
13A4000CAU,2735.45,2627.0
13A4000CAU-E24-40,2925.45,2792.0
13A4000CAU-JABRA20,2840.0,2627.0
13A4000CAU-T24-40,3080.0,2808.0
13AT000HAU,2380.91,2281.0
13AT000HAU-E24-40,2570.91,2446.0
13AT000HAU-JABRA20,2510.91,2281.0
13AT000HAU-T24-40,2580.0,2456.0
13AT000KAU,2108.18,2023.0
13AT000KAU-E24-40,2298.18,2188.0
13AT000KAU-JABRA20,2238.18,2023.0
13AT000KAU-T24-40,2307.27,2198.0
13AT000MAU,2099.09,2014.0
13AT000MAU-E24-40,2289.09,2179.0
13AT000MAU-JABRA20,2229.09,2014.0
13AT000MAU-T24-40,2298.18,2189.0
13B9001XAU,1390.0,1332.0
13B9001XAU-JABRA20,1498.18,1332.0
13B9001XAU-T24-40,1589.09,1507.0
13B9001XAU-W,1489.0,1332.0
13B9005DAU,1244.55,1197.0
13B9005DAU-JABRA20,1352.73,1197.0
13B9005DAU-T24-40,1443.64,1372.0
13B9005DAU-W,1343.55,1197.0
13B9005EAU,1271.82,1222.0
13B9005EAU-JABRA20,1380.0,1222.0
13B9005EAU-T24-40,1470.91,1397.0
13B9005EAU-W,1370.82,1222.0
13HR002EAU,1090.0,1149.0
13HR002EAU-E24-40,1280.0,1314.0
13HR002EAU-T24-40,1289.09,1324.0
13HR002FAU,1349.0,1199.0
13HR002FAU-E24-40,1325.45,1364.0
13HR002FAU-T24-40,1334.54,1374.0
13HR002FAU-W,1234.45,1199.0
13L53AA,25.0,20.99
13L54AA,29.0,22.99
13L55AA,39.0,30.99
13L57AA,25.0,20.99
13L58AA,55.0,43.99
13L59AA,79.0,61.99
13L60AA,65.0,51.99
13L70AA,39.0,30.99
13L73AA,699.0,539.0
13MAM-PRIVACY-SCREEN,83.01,56.3
13ONSCOV3Y,212.0,167.0
13QH0028AU,1762.73,1695.0
13QH0029AU,1635.45,1571.0
13QH002AAU,2017.27,1940.0
13SP-PRIVACY-SCREEN,58.41,50.26
14101-02,49.0,34.6
14101-03,29.0,19.2
14101-04,43.0,30.75
14101-17,27.0,15.35
14101-19,49.0,34.6
14101-31,175.0,137.15
14101-34,39.0,26.9
14101-37,95.0,65.3
14101-38,49.0,34.6
14101-39,49.0,34.6
14101-40,109.0,76.8
14101-45,59.01,38.4
14101-46,105.0,77.2
14101-47,165.0,121.9
14101-48,99.0,65.3
14101-49,115.0,65.3
14101-50,65.0,44.7
14101-51,55.0,40.6
14101-52,43.0,32.5
14101-59,95.0,65.3
14101-60,165.0,122.0
14101-61,165.0,122.0
14101-67,80.91,59.0
14101-72,65.0,43.15
14101-73,79.01,65.8
14101-75,32.0,24.4
14101-77,138.0,96.5
14101-79,62.82,43.5
14101-81,62.82,43.5
14101-83,125.01,87.3
14101-84,125.01,88.35
14101-85,35.01,25.4
14101-86,49.96,41.8
14101-87,32.0,29.25
14101-88,111.5,71.35
14101-89,66.64,40.75
14101-90,75.0,58.25
14102-10,49.0,34.6
14102-22,90.0,71.5
14102-23,108.19,85.3
14102-31,26.36,22.4
14121-15,39.0,26.9
14121-18,39.0,26.9
14121-20,65.0,42.25
14121-24,49.0,34.6
14121-26,49.0,34.6
14121-34,65.0,47.5
14121-37,72.0,49.3
14121-38,72.0,49.3
14121-39,72.0,49.3
14121-40,72.0,49.3
14121-41,72.0,49.3
14121-44,120.0,56.7
14151-09,72.0,49.3
14151-10,71.82,57.8
14151-11,71.82,57.8
14174-00,26.36,20.85
14199-M1-23,1842.49,1802.43
14199-M1-24,3684.97,3604.86
14199-M1-25,5527.46,5407.29
141B6-PRIVACY-SCREEN,107.61,78.26
141J6AA,65.0,51.99
141J7AA,29.0,22.99
141K7AA,25.0,20.21
141K8AA,39.0,30.99
141T6-PRIVACY-SCREEN,87.11,62.59
14201-09,75.0,53.8
14201-10,75.0,53.8
14201-12,27.0,19.2
14201-16,75.0,53.8
14201-17,75.0,53.8
14201-19,75.0,53.8
14201-20,105.0,77.2
14201-22,31.82,22.95
14201-26,49.0,34.6
14201-30,75.0,53.8
14201-31,75.0,53.8
14201-32,75.0,53.8
14201-33,99.0,65.3
14201-35,115.0,80.7
14201-36,75.0,53.8
14201-37,65.0,44.7
14201-40,82.0,60.95
14201-41,82.0,60.95
14201-43,75.0,56.9
14201-44,95.0,61.5
14201-45,75.0,56.9
14201-47,62.73,53.0
14202-09,31.82,20.7
14202-10,40.91,27.6
14202-11,62.73,41.4
14202-12,53.64,37.0
14202-24,153.64,104.6
14203-08,109.0,81.2
14203-09,109.0,80.4
14205-11,249.0,181.0
14205-21,249.0,181.0
14205-31,249.0,181.0
14205-41,249.0,181.0
14207-39,86.36,59.0
14207-44,72.0,49.3
14207-51,109.0,76.8
14207-55,125.01,96.5
14207-63,125.01,96.5
14207-65,125.01,96.5
14207-66,125.01,96.5
14207-70,144.55,96.7
14207-71,50.0,29.5
14207-72,295.45,187.0
14207-73,125.01,96.5
14207-75,144.55,104.0
14207-76,50.0,32.0
14207-77,125.01,96.5
14207-85,199.01,134.5
14207-86,199.01,134.5
14207-87,199.01,134.5
14207-88,199.01,134.5
14207-90,119.0,89.5
14207-92,109.0,81.2
14207-96,549.0,286.0
14208-02,104.55,83.5
14208-07,142.0,99.9
14208-08,142.0,102.4
14208-10,27.0,16.35
14208-12,82.0,56.9
14208-14,34.64,20.8
14208-28,49.0,35.5
14208-31,65.0,46.5
14208-32,65.0,46.5
14208-38,34.64,20.8
14208-41,195.0,138.0
14208-42,195.0,138.0
14208-43,195.0,138.0
14208-44,195.0,138.0
14208-45,195.0,138.0
14208-46,195.0,138.0
14209-06,43.0,30.75
14217-01,125.01,90.0
14217-05,125.01,90.0
14217-07,120.0,56.65
14217-11,549.0,286.0
14217-14,95.0,65.0
142MG-PRIVACY-SCREEN,99.41,64.34
142MM-PRIVACY-SCREEN,102.49,68.78
14301-48,153.64,118.15
14301-49,153.64,116.5
14301-50,72.0,49.2
14301-53,72.0,49.2
14301-55,147.41,101.0
14301-56,175.0,130.4
14301-57,175.0,130.4
14301-58,59.01,36.9
14302-08,71.82,57.0
14302-09,53.64,42.6
14302-24,62.73,49.8
14302-25,90.0,71.5
14302-26,59.09,46.9
14307-57,90.0,71.5
14307-58,53.64,42.6
14307-70,208.18,165.3
14307-71,172.73,150.8
1431BGGMVM,15.35,9.95
1434MSSMN,11.43,6.68
1435MSSMN,9.49,7.0
143607,816.0,408.0
143629.62.BL1,406.0,203.0
143630.62.WH1,406.0,203.0
14396-M1-23,2309.59,2259.38
14396-M1-24,4619.19,4518.77
14396-M1-25,6928.78,6778.15
14399-M1-23,4671.09,4569.54
14399-M1-24,9342.17,9139.08
14399-M1-25,14013.26,13708.62
14401-20,105.0,70.7
14401-21,105.0,72.95
14401-38,385.0,269.0
14401-39,385.0,269.0
14401-41,399.01,267.0
14401-46,419.01,278.9
14402-24,171.82,136.5
14410-M1-23,1012.07,990.07
14410-M1-24,2024.14,1980.14
14410-M1-25,3036.21,2970.21
14417-M1-23,596.86,583.88
14417-M1-24,1193.72,1167.77
14417-M1-25,1790.59,1751.66
14418-M1-23,4671.09,4569.54
14418-M1-24,9342.17,9139.08
14418-M1-25,14013.26,13708.62
14419-M1-23,23095.93,22593.85
14419-M1-24,46191.86,45187.68
14419-M1-25,69287.79,67781.53
1444MSSMN,15.96,9.5
1444MSSSN,15.96,9.5
14601-12,22.73,19.7
14601-13,80.91,72.15
14601-14,50.0,44.6
14601-16,15.45,13.2
14607-M1-23,1470.77,1438.79
14607-M1-24,2941.54,2877.6
14607-M1-25,4412.31,4316.39
14701-10,40.91,32.5
14722-M1-23,4930.59,4823.4
14722-M1-24,9861.18,9646.8
14722-M1-25,14791.78,14470.22
14731-M1-23,1427.28,1396.25
14731-M1-24,2854.56,2792.5
14731-M1-25,4281.83,4188.75
14739-M1-23,648.76,634.65
14739-M1-24,1297.53,1269.33
14739-M1-25,1946.29,1903.98
14746-M1-23,5968.61,5838.86
14746-M1-24,11937.22,11677.72
14746-M1-25,17905.83,17516.58
14747-M1-23,2024.14,1980.14
14747-M1-24,4048.28,3960.27
14747-M1-25,6072.41,5940.4
14748-M1-23,4956.54,4848.79
14748-M1-24,9913.09,9697.59
14748-M1-25,14869.63,14546.38
14914-M1-23,12456.23,12185.45
14914-M1-24,24912.47,24370.89
14914-M1-25,37368.7,36556.34
14949-M1-23,9082.67,8885.22
14949-M1-24,18165.34,17770.45
14949-M1-25,27248.01,26655.66
14G-PRIVACY-SCREEN,99.41,68.3
14L61-PRIVACY-SCREEN,89.16,77.55
14LB-PRIVACY-SCREEN,105.56,77.0
14LM-PRIVACY-SCREEN,96.34,69.82
14L-PRIVACY-SCREEN,89.16,60.15
14LT6-PRIVACY-SCREEN,89.16,59.52
14LT-PRIVACY-SCREEN,87.11,57.79
14M21-PRIVACY-SCREEN,92.24,65.85
1503N50UN1,149.0,120.16
1503RR0UN0,320.0,172.04
1503S43ASJ,535.0,431.45
1503S50UN0,185.0,149.19
1503WN3AU0,1100.0,597.83
1505J40UN0,611.0,328.49
1505J80UN0,756.0,406.45
1505M40AU0,670.0,364.13
1505MS0UN0,589.0,475.0
151201040-003,28.0,13.89
15216-ATT-LC-10=,525.2,252.1
15216-LC-LC-5=,222.61,30.0
15216-LC-LC-MM-5=,230.19,110.49
152251,460.0,230.0
152252,460.0,230.0
15451-M1-23,5449.6,5331.13
15451-M1-24,10899.2,10662.26
15451-M1-25,16348.81,15993.4
15452-M1-23,10639.7,10408.4
15452-M1-24,21279.4,20816.8
15452-M1-25,31919.1,31225.21
15453-M1-23,5449.6,5331.13
15453-M1-24,10899.2,10662.26
15453-M1-25,16348.81,15993.4
15454-AR-MXP-LIC=,18348.92,8807.48
15454-M-10X10G-LC=,84306.58,40467.16
15454-M10X10GLC-RF,49836.31,23921.43
15454-M1-23,10639.7,10408.4
15454-M1-24,21279.4,20816.8
15454-M1-25,31919.1,31225.21
15454M-R11.0SWK9=,4846.31,2326.23
15454-OPT-EDFA-17=,27743.08,13316.68
15454-OPT-EDFA-24=,27743.08,13316.68
154B-USBC-MULTIPORT,237.99,157.45
1553-0153,162.73,103.0
1559-0153,180.91,115.9
156B6-PRIVACY-SCREEN,104.99,76.34
156G-PRIVACY-SCREEN,85.06,57.41
156LB-PRIVACY-SCREEN,105.56,77.0
156L-PRIVACY-SCREEN,87.11,57.87
156LT-PRIVACY-SCREEN,87.11,61.18
156T6-PRIVACY-SCREEN,88.14,61.37
15729-05,7.4,2.0
157783,300.0,150.0
158767,1480.0,740.0
158773,1480.0,740.0
15F-DP-HDMI-4K60-GR,79.94,55.47
15IECAUS,31.0,19.0
15MAM-PRIVACY-SCREEN,89.16,58.57
15ZT90P.AM32A-TX,1878.8,9999.0
1600-719,75.0,53.8
3M ELECTRICAL,38.0,25.0
3M ELECTRICAL,38.0,25.0
3M ELECTRICAL,38.0,25.0
3M ELECTRICAL,38.0,25.0
3M ELECTRICAL,38.0,25.0
3M ELECTRICAL,38.0,25.0
1603MS0UN0,839.0,451.08
1603MT0KL0,323.0,173.66
1603P10UN0,599.0,322.04
1605-R-24X7X2,10.15,7.61
1605-R-24X7X4,8.13,6.1
1605-R-9X5X4,7.36,5.52
1605-R-9X5XNBD,6.64,4.98
160656,918.0,459.0
160709.122.BL3,868.0,434.0
160710.122.WH3,868.0,434.0
160711.122.BL3,1336.0,668.0
160712.122.WH3,1336.0,668.0
160713.122.BL3,1140.0,570.0
160714.122.WH3,1140.0,570.0
160715.122.BL3,1610.0,805.0
160716.122.WH3,1610.0,805.0
160717.122.BL3,980.0,490.0
160718.122.WH3,980.0,490.0
160719.122.BL3,1512.0,756.0
160720.122.WH3,1512.0,756.0
160721.122.BL3,2040.0,1020.0
160722.122.WH3,2040.0,1020.0
160723.122.BL3,1254.0,627.0
160724.122.WH3,1254.0,627.0
160725.122.BL3,1784.0,892.0
160726.122.WH3,1784.0,892.0
160727.122.BL3,2058.0,1029.0
160728.122.WH3,2058.0,1029.0
160729.122.BL3,2778.0,1389.0
160730.122.WH3,2778.0,1389.0
160731.122.BL3,1884.0,942.0
160732.122.WH3,1884.0,942.0
16106,466.0,197.0
16107,708.0,299.0
1612B-DESK-PEGBOARD,107.61,76.34
161-BBEI,1487.0,744.0
161-BBES,806.0,403.0
161-BBEV,638.0,229.0
161-BBFD,404.0,202.0
161-BBQD,570.0,285.0
161-BBRC,479.0,239.0
161-BBRL,578.0,289.0
161-BBTE,1776.0,888.0
161-BBVI,1824.0,912.0
161-BBZP,455.0,228.0
161-BBZU,454.0,227.0
161-BCBB,942.0,471.0
161-BCBC,468.0,234.0
161-BCLK,726.0,363.0
161-BCNM,2144.0,1072.0
161-BCNN,2102.0,1051.0
161LM-PRIVACY-SCREEN,142.46,96.85
162MG-PRIVACY-SCREEN,99.41,69.65
162MM-PRIVACY-SCREEN,102.49,69.05
164-03719,186.36,154.89
164-03720,236.36,196.33
164-03722,472.73,392.66
164-03723,559.09,464.68
164-03724,87.27,72.03
164-03725,87.27,72.03
164-03726,87.27,72.03
164-03727,174.55,144.05
164-03728,261.82,216.08
164-03900,136.36,113.54
164-05571,170.91,153.04
164-05572,216.36,193.99
164-05573,353.64,316.84
164-05574,432.73,387.97
164-05575,512.73,459.11
164-05576,80.0,71.14
164-05577,80.0,71.14
164-05578,80.0,71.14
164-05579,160.0,142.28
164-05580,240.0,213.42
164-05581,124.55,111.65
164-07863,29.09,23.16
164-07864,13.64,10.76
164-07867,37.27,29.37
164-07868,13.64,10.76
164-07871,60.0,47.97
164-07872,13.64,10.76
164-07881,74.55,58.73
164-07882,27.27,21.52
164-07887,87.27,69.49
164-07888,40.91,32.28
164-07893,48.18,38.69
164-07894,22.73,17.97
164-07895,61.82,49.05
164-07896,22.73,17.97
164-07897,100.0,80.13
164-07898,22.73,17.97
164-07902,123.64,98.1
164-07903,45.45,35.95
164-07905,144.55,116.08
164-07906,68.18,53.92
16422,5491.0,2319.0
16423,3658.0,1545.0
164B-USBC-MULTIPORT,105.56,50.48
16521,1760.0,743.0
16523,877.0,370.0
16535A,11476.0,4846.0
16542,1375.0,581.0
16543,2750.0,1162.0
16554-M0008,1080.0,997.83
16554-M0020,2160.0,1995.65
16554-M0032,3240.0,2993.48
16554-M4211,4320.0,3991.3
16554-M4217,5400.0,4989.13
16555-M0008,1530.0,1413.59
16555-M0020,3060.0,2827.17
16555-M0032,4590.0,4240.76
16555-M4211,6120.0,5654.35
16555-M4217,7650.0,7067.93
16556-M0008,1980.0,1829.35
16556-M0020,3960.0,3658.7
16556-M0032,5940.0,5488.04
16556-M4211,7920.0,7317.39
16556-M4217,9900.0,9146.74
16557-M0008,2580.0,2383.7
16557-M0020,5160.0,4767.39
16557-M0032,7740.0,7151.09
16557-M4211,10320.0,9534.78
16557-M4217,12900.0,11918.48
16558-M0008,3780.0,3492.39
16558-M0020,7560.0,6984.78
16558-M0032,11340.0,10477.17
16558-M4211,15120.0,13969.57
16558-M4217,18900.0,17461.96
16559-M0008,4980.0,4601.09
16559-M0020,9960.0,9202.17
16559-M0032,14940.0,13803.26
16559-M4211,19920.0,18404.35
16559-M4217,24900.0,23005.43
16560-M0008,6180.0,5709.78
16560-M0020,12360.0,11419.57
16560-M0032,18540.0,17129.35
16560-M4211,24720.0,22839.13
16560-M4217,30900.0,28548.91
16561-M0008,2280.0,2106.52
16561-M0020,4560.0,4213.04
16561-M0032,6840.0,6319.57
16561-M4211,9120.0,8426.09
16561-M4217,11400.0,10532.61
16572,199.0,84.0
16795,4584.0,1936.0
16801,3928.0,1659.0
16802,4456.0,1882.0
16803,4714.0,1991.0
16804,5766.0,2435.0
16807,1203.0,508.0
168234,126.0,63.0
168235,126.0,63.0
168236,168.0,84.0
168237,168.0,84.0
168238,180.0,90.0
168239,180.0,90.0
168240,222.0,111.0
168241,222.0,111.0
168B-USBC-MULTIPORT,77.89,56.8
168W-USBC-MULTIPORT,77.89,56.8
16920,2291.0,967.0
169K0AA,45.0,35.99
16B1P3320/75,259.0,215.0
16B1P3320-L2C,486.26,319.0
16L6B-PRIVACY-SCREEN,112.74,82.04
16LT6-PRIVACY-SCREEN,93.26,61.84
16M21-PRIVACY-SCREEN,94.29,65.33
16U00AA,59.0,46.99
1702P60UN1,91.0,48.92
1702YJ0UN1,90.0,72.58
1703RG0UN0,182.0,97.85
17115,659.0,278.0
17116,659.0,278.0
1711-VPN/K9-24X7X2,8.77,6.58
1711-VPN/K9-24X7X4,7.03,5.27
1711-VPN/K9-9X5X4,6.4,4.8
1711-VPN/K9-9X5XNBD,5.77,4.33
1712-VPN/K9-24X7X2,8.77,6.58
1712-VPN/K9-24X7X4,7.03,5.27
1712-VPN/K9-9X5X4,6.4,4.8
1712-VPN/K9-9X5XNBD,5.77,4.33
17131,10991.0,4641.0
171K5A,36750.0,27645.5
171K5A-3YR,42489.0,31411.0
171K5A-5YR,48110.0,34858.0
171K6A,32400.0,24425.0
171K6A-3YR,38286.0,28285.0
171K6A-5YR,44052.0,31821.0
171K7A,39960.0,30025.0
171K7A-3YR,47170.0,34754.0
171K7A-5YR,54233.0,39086.0
171K8A,300.0,223.4
171S2A,29390.0,22193.65
171S2A-3YR,33804.0,25090.0
171S2A-5YR,38129.0,27742.0
1720-24X7X2,85.44,64.08
1720-24X7X4,68.43,51.32
1720-9X5X4,62.01,46.51
1720-9X5XNBD,55.83,41.87
1721-24X7X2,11.77,8.83
1721-24X7X4,9.43,7.07
1721-9X5X4,8.6,6.45
1721-9X5XNBD,7.72,5.79
1721-ADSL-24X7X2,11.77,8.83
1721-ADSL-24X7X4,9.43,7.07
1721-ADSL-9X5X4,8.6,6.45
1721-ADSL-9X5XNBD,7.72,5.79
1721-VPN/K9-24X7X2,19.6,14.7
1721-VPN/K9-24X7X4,15.69,11.77
1721-VPN/K9-9X5X4,14.24,10.68
1721-VPN/K9-9X5XNBD,9.81,7.36
1721-VPN/K9-A-24X7X2,19.61,14.71
1721-VPN/K9-A-24X7X4,15.69,11.77
1721-VPN/K9-A-9X5X4,14.23,10.67
1721-VPN/K9-A-9X5XNBD,12.81,9.61
S114928,90.0,56.3
173L-PRIVACY-SCREEN,97.36,66.84
1751-24X7X2,29.05,21.79
1751-24X7X4,23.28,17.46
1751-9X5X4,21.09,15.82
1751-9X5XNBD,18.99,14.24
1754-PRIVACY-SCREEN,118.99,17.11
1760-2T-24X7X2,30.44,22.83
1760-2T-24X7X4,24.35,18.26
1760-2T-9X5X4,21.92,16.44
1760-2T-9X5XNBD,15.23,11.42
1760-ADSL-24X7X2,30.39,22.79
1760-ADSL-24X7X4,24.33,18.25
1760-ADSL-9X5X4,22.05,16.54
1760-ADSL-9X5XNBD,19.85,14.89
1760-VPN/K9-24X7X2,30.39,22.79
1760-VPN/K9-24X7X4,24.33,18.25
1760-VPN/K9-9X5X4,22.05,16.54
1760-VPN/K9-9X5XNBD,19.85,14.89
1760-V-SRST-24X7X2,30.39,22.79
1760-V-SRST-24X7X4,24.33,18.25
1760-V-SRST-9X5X4,22.05,16.54
1760-V-SRST-9X5XNBD,19.85,14.89
17825,10991.0,4641.0
17828,7326.0,3093.0
1783-BMS10CGA-24X7X2,3.56,2.67
1783-BMS10CGA-24X7X4,2.85,2.14
1783-BMS10CGA-9X5X4,2.6,1.95
1783-BMS10CGA-9X5XNBD,2.33,1.75
1783-BMS10CGL-24X7X2,3.56,2.67
1783-BMS10CGL-24X7X4,2.85,2.14
1783-BMS10CGL-9X5X4,2.6,1.95
1783-BMS10CGL-9X5XNBD,2.33,1.75
1783-BMS10CGN-24X7X2,3.56,2.67
1783-BMS10CGN-24X7X4,2.85,2.14
1783-BMS10CGN-9X5X4,2.6,1.95
1783-BMS10CGN-9X5XNBD,2.33,1.75
1783-BMS10CGP-24X7X2,3.56,2.67
1783-BMS10CGP-24X7X4,2.85,2.14
1783-BMS10CGP-9X5X4,2.6,1.95
1783-BMS10CGP-9X5XNBD,2.33,1.75
1783-BMS10CL-24X7X2,3.56,2.67
1783-BMS10CL-24X7X4,2.85,2.14
1783-BMS10CL-9X5X4,2.6,1.95
1783-BMS10CL-9X5XNBD,2.33,1.75
1783-MS06T-24X7X2,3.56,2.67
1783-MS06T-24X7X4,2.85,2.14
1783-MS06T-9X5X4,2.6,1.95
1783-MS06T-9X5XNBD,2.33,1.75
1783-MS10T-24X7X2,3.56,2.67
1783-MS10T-24X7X4,2.85,2.14
1783-MS10T-9X5X4,2.6,1.95
1783-MS10T-9X5XNBD,2.33,1.75
1783-RMS10T-24X7X2,3.56,2.67
1783-RMS10T-24X7X4,2.85,2.14
1783-RMS10T-9X5X4,2.6,1.95
1783-RMS10T-9X5XNBD,2.33,1.75
17HQ701G-BP,99999.0,9999999.0
17HQ901G-BP,9999999.0,9999999.0
17TF6-PRIVACY-SCREEN,95.31,62.85
180-09,119.0,92.2
1801-24X7X2,25.47,19.1
1801-24X7X4,20.39,15.29
S4465A,167.12,125.5
1801-9X5X4,18.48,13.86
1801-9X5XNBD,16.64,12.48
1801-ADSL-24X7X2,25.47,19.1
1801-ADSL-24X7X4,20.39,15.29
1801-ADSL-9X5X4,18.48,13.86
1801-ADSL-9X5XNBD,16.64,12.48
1801/K9-24X7X2,25.68,19.26
1801/K9-24X7X4,20.56,15.42
1801/K9-9X5X4,18.65,13.99
1801/K9-9X5XNBD,16.79,12.59
1801-M-24X7X2,17.27,12.95
1801-M-24X7X4,13.83,10.37
1801-M-9X5X4,12.33,9.25
1801-M-9X5XNBD,11.11,8.33
1801-M/K9-24X7X2,25.47,19.1
1801-M/K9-24X7X4,20.37,15.28
1801-M/K9-9X5X4,18.47,13.85
1801-M/K9-9X5XNBD,16.61,12.46
1801W-AG-N/K9-24X7X2,26.41,19.81
1801W-AG-N/K9-24X7X4,21.15,15.86
1801W-AG-N/K9-9X5X4,19.16,14.37
1801W-AG-N/K9-9X5XNBD,17.25,12.94
S3256A,167.12,125.5
1811-24X7X2,19.44,14.58
1811-24X7X4,15.55,11.66
1811-9X5X4,14.11,10.58
1811-9X5XNBD,12.69,9.52
1811/K9-24X7X2,19.43,14.57
1811/K9-24X7X4,15.55,11.66
1811/K9-9X5X4,14.09,10.57
1811/K9-9X5XNBD,9.72,7.29
1811W-AG-A/K9-24X7X2,10.33,7.75
1811W-AG-A/K9-24X7X4,8.28,6.21
1811W-AG-A/K9-9X5X4,7.49,5.62
1811W-AG-A/K9-9X5XNBD,6.73,5.05
1811W-AG-N/K9-24X7X2,19.44,14.58
1811W-AG-N/K9-24X7X4,15.55,11.66
1811W-AG-N/K9-9X5X4,14.09,10.57
1811W-AG-N/K9-9X5XNBD,12.68,9.51
1812/K9-24X7X2,19.43,14.57
1812/K9-24X7X4,15.55,11.66
1812/K9-9X5X4,14.09,10.57
1812/K9-9X5XNBD,9.72,7.29
S4699A,204.81,153.6
S4938A,204.81,153.6
1841-24X7X2,29.72,22.29
1841-24X7X4,23.8,17.85
1841-3G-G-ADSL2-24X7X2,29.72,22.29
1841-3G-G-ADSL2-24X7X4,23.79,17.84
1841-3G-G-ADSL2-9X5X4,21.55,16.16
1841-3G-G-ADSL2-9X5XNBD,19.39,14.54
1841-3G-G-SEC/K9-24X7X2,29.72,22.29
1841-3G-G-SEC/K9-24X7X4,23.79,17.84
1841-3G-G-SEC/K9-9X5X4,21.55,16.16
1841-3G-G-SEC/K9-9X5XNBD,19.39,14.54
1841-9X5X4,21.59,16.19
1841-9X5XNBD,19.43,14.57
1841-ADSL2-24X7X2,29.72,22.29
1841-ADSL2-24X7X4,23.8,17.85
1841-ADSL-24X7X2,29.72,22.29
1841-ADSL-24X7X4,23.8,17.85
1841-ADSL2-9X5X4,21.59,16.19
1841-ADSL2-9X5XNBD,19.43,14.57
1841-ADSL-9X5X4,21.59,16.19
